age,sex,sub_pops,prop0,prop1,prop2,prop3,prop4,prev_RR0,prev_RR1,prev_RR2,prev_RR3,prev_RR4,i_RR0,i_RR1,i_RR2,i_RR3,i_RR4,f_RR0,f_RR1,f_RR2,f_RR3,f_RR4,if_RR0,if_RR1,if_RR2,if_RR3,if_RR4,DR_scale0,DR_scale1,DR_scale2,DR_scale3,DR_scale4
109,female,5,0.2,0.2,0.2,0.2,0.2,0.991632444,0.993724333,0.995816222,0.997908111,1,0.977195674,0.982896756,0.988597837,0.994298919,1,0.96696153,0.975221147,0.983480765,0.991740382,1,1,1,1,1,1,1,1,1,1,1
110,female,5,0.2,0.2,0.2,0.2,0.2,0.991632444,0.993724333,0.995816222,0.997908111,1,0.977195674,0.982896756,0.988597837,0.994298919,1,0.96696153,0.975221147,0.983480765,0.991740382,1,1,1,1,1,1,1,1,1,1,1
0,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,male,5,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,male,5,0.2,0.2,0.2,0.2,0.2,1.40871389,1.306535418,1.204356945,1.102178473,1,1.454475313,1.340856485,1.227237656,1.113618828,1,1.411073454,1.30830509,1.205536727,1.102768363,1,1,1,1,1,1,1,1,1,1,1
26,male,5,0.2,0.2,0.2,0.2,0.2,1.40871389,1.306535418,1.204356945,1.102178473,1,1.454475313,1.340856485,1.227237656,1.113618828,1,1.411073454,1.30830509,1.205536727,1.102768363,1,1,1,1,1,1,1,1,1,1,1
27,male,5,0.2,0.2,0.2,0.2,0.2,1.40871389,1.306535418,1.204356945,1.102178473,1,1.454475313,1.340856485,1.227237656,1.113618828,1,1.411073454,1.30830509,1.205536727,1.102768363,1,1,1,1,1,1,1,1,1,1,1
28,male,5,0.2,0.2,0.2,0.2,0.2,1.40871389,1.306535418,1.204356945,1.102178473,1,1.454475313,1.340856485,1.227237656,1.113618828,1,1.411073454,1.30830509,1.205536727,1.102768363,1,1,1,1,1,1,1,1,1,1,1
29,male,5,0.2,0.2,0.2,0.2,0.2,1.40871389,1.306535418,1.204356945,1.102178473,1,1.454475313,1.340856485,1.227237656,1.113618828,1,1.411073454,1.30830509,1.205536727,1.102768363,1,1,1,1,1,1,1,1,1,1,1
30,male,5,0.2,0.2,0.2,0.2,0.2,1.435985224,1.326988918,1.217992612,1.108996306,1,1.476084651,1.357063489,1.238042326,1.119021163,1,1.429753517,1.322315138,1.214876758,1.107438379,1,1,1,1,1,1,1,1,1,1,1
31,male,5,0.2,0.2,0.2,0.2,0.2,1.435985224,1.326988918,1.217992612,1.108996306,1,1.476084651,1.357063489,1.238042326,1.119021163,1,1.429753517,1.322315138,1.214876758,1.107438379,1,1,1,1,1,1,1,1,1,1,1
32,male,5,0.2,0.2,0.2,0.2,0.2,1.435985224,1.326988918,1.217992612,1.108996306,1,1.476084651,1.357063489,1.238042326,1.119021163,1,1.429753517,1.322315138,1.214876758,1.107438379,1,1,1,1,1,1,1,1,1,1,1
33,male,5,0.2,0.2,0.2,0.2,0.2,1.435985224,1.326988918,1.217992612,1.108996306,1,1.476084651,1.357063489,1.238042326,1.119021163,1,1.429753517,1.322315138,1.214876758,1.107438379,1,1,1,1,1,1,1,1,1,1,1
34,male,5,0.2,0.2,0.2,0.2,0.2,1.435985224,1.326988918,1.217992612,1.108996306,1,1.476084651,1.357063489,1.238042326,1.119021163,1,1.429753517,1.322315138,1.214876758,1.107438379,1,1,1,1,1,1,1,1,1,1,1
35,male,5,0.2,0.2,0.2,0.2,0.2,1.473842836,1.355382127,1.236921418,1.118460709,1,1.509101964,1.381826473,1.254550982,1.127275491,1,1.458238788,1.343679091,1.229119394,1.114559697,1,1,1,1,1,1,1,1,1,1,1
36,male,5,0.2,0.2,0.2,0.2,0.2,1.473842836,1.355382127,1.236921418,1.118460709,1,1.509101964,1.381826473,1.254550982,1.127275491,1,1.458238788,1.343679091,1.229119394,1.114559697,1,1,1,1,1,1,1,1,1,1,1
37,male,5,0.2,0.2,0.2,0.2,0.2,1.473842836,1.355382127,1.236921418,1.118460709,1,1.509101964,1.381826473,1.254550982,1.127275491,1,1.458238788,1.343679091,1.229119394,1.114559697,1,1,1,1,1,1,1,1,1,1,1
38,male,5,0.2,0.2,0.2,0.2,0.2,1.473842836,1.355382127,1.236921418,1.118460709,1,1.509101964,1.381826473,1.254550982,1.127275491,1,1.458238788,1.343679091,1.229119394,1.114559697,1,1,1,1,1,1,1,1,1,1,1
39,male,5,0.2,0.2,0.2,0.2,0.2,1.473842836,1.355382127,1.236921418,1.118460709,1,1.509101964,1.381826473,1.254550982,1.127275491,1,1.458238788,1.343679091,1.229119394,1.114559697,1,1,1,1,1,1,1,1,1,1,1
40,male,5,0.2,0.2,0.2,0.2,0.2,1.52309349,1.392320118,1.261546745,1.130773373,1,1.55427703,1.415707773,1.277138515,1.138569258,1,1.49710312,1.37282734,1.24855156,1.12427578,1,1,1,1,1,1,1,1,1,1,1
41,male,5,0.2,0.2,0.2,0.2,0.2,1.52309349,1.392320118,1.261546745,1.130773373,1,1.55427703,1.415707773,1.277138515,1.138569258,1,1.49710312,1.37282734,1.24855156,1.12427578,1,1,1,1,1,1,1,1,1,1,1
42,male,5,0.2,0.2,0.2,0.2,0.2,1.52309349,1.392320118,1.261546745,1.130773373,1,1.55427703,1.415707773,1.277138515,1.138569258,1,1.49710312,1.37282734,1.24855156,1.12427578,1,1,1,1,1,1,1,1,1,1,1
43,male,5,0.2,0.2,0.2,0.2,0.2,1.52309349,1.392320118,1.261546745,1.130773373,1,1.55427703,1.415707773,1.277138515,1.138569258,1,1.49710312,1.37282734,1.24855156,1.12427578,1,1,1,1,1,1,1,1,1,1,1
44,male,5,0.2,0.2,0.2,0.2,0.2,1.52309349,1.392320118,1.261546745,1.130773373,1,1.55427703,1.415707773,1.277138515,1.138569258,1,1.49710312,1.37282734,1.24855156,1.12427578,1,1,1,1,1,1,1,1,1,1,1
45,male,5,0.2,0.2,0.2,0.2,0.2,1.584803816,1.438602862,1.292401908,1.146200954,1,1.612651928,1.459488946,1.306325964,1.153162982,1,1.547144167,1.410358125,1.273572083,1.136786042,1,1,1,1,1,1,1,1,1,1,1
46,male,5,0.2,0.2,0.2,0.2,0.2,1.584803816,1.438602862,1.292401908,1.146200954,1,1.612651928,1.459488946,1.306325964,1.153162982,1,1.547144167,1.410358125,1.273572083,1.136786042,1,1,1,1,1,1,1,1,1,1,1
47,male,5,0.2,0.2,0.2,0.2,0.2,1.584803816,1.438602862,1.292401908,1.146200954,1,1.612651928,1.459488946,1.306325964,1.153162982,1,1.547144167,1.410358125,1.273572083,1.136786042,1,1,1,1,1,1,1,1,1,1,1
48,male,5,0.2,0.2,0.2,0.2,0.2,1.584803816,1.438602862,1.292401908,1.146200954,1,1.612651928,1.459488946,1.306325964,1.153162982,1,1.547144167,1.410358125,1.273572083,1.136786042,1,1,1,1,1,1,1,1,1,1,1
49,male,5,0.2,0.2,0.2,0.2,0.2,1.584803816,1.438602862,1.292401908,1.146200954,1,1.612651928,1.459488946,1.306325964,1.153162982,1,1.547144167,1.410358125,1.273572083,1.136786042,1,1,1,1,1,1,1,1,1,1,1
50,male,5,0.2,0.2,0.2,0.2,0.2,1.660345644,1.495259233,1.330172822,1.165086411,1,1.685603818,1.514202864,1.342801909,1.171400955,1,1.60940477,1.457053578,1.304702385,1.152351193,1,1,1,1,1,1,1,1,1,1,1
51,male,5,0.2,0.2,0.2,0.2,0.2,1.660345644,1.495259233,1.330172822,1.165086411,1,1.685603818,1.514202864,1.342801909,1.171400955,1,1.60940477,1.457053578,1.304702385,1.152351193,1,1,1,1,1,1,1,1,1,1,1
52,male,5,0.2,0.2,0.2,0.2,0.2,1.660345644,1.495259233,1.330172822,1.165086411,1,1.685603818,1.514202864,1.342801909,1.171400955,1,1.60940477,1.457053578,1.304702385,1.152351193,1,1,1,1,1,1,1,1,1,1,1
53,male,5,0.2,0.2,0.2,0.2,0.2,1.660345644,1.495259233,1.330172822,1.165086411,1,1.685603818,1.514202864,1.342801909,1.171400955,1,1.60940477,1.457053578,1.304702385,1.152351193,1,1,1,1,1,1,1,1,1,1,1
54,male,5,0.2,0.2,0.2,0.2,0.2,1.660345644,1.495259233,1.330172822,1.165086411,1,1.685603818,1.514202864,1.342801909,1.171400955,1,1.60940477,1.457053578,1.304702385,1.152351193,1,1,1,1,1,1,1,1,1,1,1
55,male,5,0.2,0.2,0.2,0.2,0.2,1.751439836,1.563579877,1.375719918,1.187859959,1,1.774894471,1.581170853,1.387447236,1.193723618,1,1.685217114,1.513912836,1.342608557,1.171304279,1,1,1,1,1,1,1,1,1,1,1
56,male,5,0.2,0.2,0.2,0.2,0.2,1.751439836,1.563579877,1.375719918,1.187859959,1,1.774894471,1.581170853,1.387447236,1.193723618,1,1.685217114,1.513912836,1.342608557,1.171304279,1,1,1,1,1,1,1,1,1,1,1
57,male,5,0.2,0.2,0.2,0.2,0.2,1.751439836,1.563579877,1.375719918,1.187859959,1,1.774894471,1.581170853,1.387447236,1.193723618,1,1.685217114,1.513912836,1.342608557,1.171304279,1,1,1,1,1,1,1,1,1,1,1
58,male,5,0.2,0.2,0.2,0.2,0.2,1.751439836,1.563579877,1.375719918,1.187859959,1,1.774894471,1.581170853,1.387447236,1.193723618,1,1.685217114,1.513912836,1.342608557,1.171304279,1,1,1,1,1,1,1,1,1,1,1
59,male,5,0.2,0.2,0.2,0.2,0.2,1.751439836,1.563579877,1.375719918,1.187859959,1,1.774894471,1.581170853,1.387447236,1.193723618,1,1.685217114,1.513912836,1.342608557,1.171304279,1,1,1,1,1,1,1,1,1,1,1
60,male,5,0.2,0.2,0.2,0.2,0.2,1.513370193,1.385027645,1.256685097,1.128342548,1,1.537178765,1.402884074,1.268589382,1.134294691,1,1.572427389,1.429320542,1.286213695,1.143106847,1,1,1,1,1,1,1,1,1,1,1
61,male,5,0.2,0.2,0.2,0.2,0.2,1.513370193,1.385027645,1.256685097,1.128342548,1,1.537178765,1.402884074,1.268589382,1.134294691,1,1.572427389,1.429320542,1.286213695,1.143106847,1,1,1,1,1,1,1,1,1,1,1
62,male,5,0.2,0.2,0.2,0.2,0.2,1.513370193,1.385027645,1.256685097,1.128342548,1,1.537178765,1.402884074,1.268589382,1.134294691,1,1.572427389,1.429320542,1.286213695,1.143106847,1,1,1,1,1,1,1,1,1,1,1
63,male,5,0.2,0.2,0.2,0.2,0.2,1.513370193,1.385027645,1.256685097,1.128342548,1,1.537178765,1.402884074,1.268589382,1.134294691,1,1.572427389,1.429320542,1.286213695,1.143106847,1,1,1,1,1,1,1,1,1,1,1
64,male,5,0.2,0.2,0.2,0.2,0.2,1.513370193,1.385027645,1.256685097,1.128342548,1,1.537178765,1.402884074,1.268589382,1.134294691,1,1.572427389,1.429320542,1.286213695,1.143106847,1,1,1,1,1,1,1,1,1,1,1
65,male,5,0.2,0.2,0.2,0.2,0.2,1.305578659,1.229183994,1.152789329,1.076394665,1,1.329437285,1.247077964,1.164718643,1.082359321,1,1.50717716,1.38038287,1.25358858,1.12679429,1,1,1,1,1,1,1,1,1,1,1
66,male,5,0.2,0.2,0.2,0.2,0.2,1.305578659,1.229183994,1.152789329,1.076394665,1,1.329437285,1.247077964,1.164718643,1.082359321,1,1.50717716,1.38038287,1.25358858,1.12679429,1,1,1,1,1,1,1,1,1,1,1
67,male,5,0.2,0.2,0.2,0.2,0.2,1.305578659,1.229183994,1.152789329,1.076394665,1,1.329437285,1.247077964,1.164718643,1.082359321,1,1.50717716,1.38038287,1.25358858,1.12679429,1,1,1,1,1,1,1,1,1,1,1
68,male,5,0.2,0.2,0.2,0.2,0.2,1.305578659,1.229183994,1.152789329,1.076394665,1,1.329437285,1.247077964,1.164718643,1.082359321,1,1.50717716,1.38038287,1.25358858,1.12679429,1,1,1,1,1,1,1,1,1,1,1
69,male,5,0.2,0.2,0.2,0.2,0.2,1.305578659,1.229183994,1.152789329,1.076394665,1,1.329437285,1.247077964,1.164718643,1.082359321,1,1.50717716,1.38038287,1.25358858,1.12679429,1,1,1,1,1,1,1,1,1,1,1
70,male,5,0.2,0.2,0.2,0.2,0.2,1.155610105,1.116707579,1.077805052,1.038902526,1,1.176336128,1.132252096,1.088168064,1.044084032,1,1.442071411,1.331553558,1.221035706,1.110517853,1,1,1,1,1,1,1,1,1,1,1
71,male,5,0.2,0.2,0.2,0.2,0.2,1.155610105,1.116707579,1.077805052,1.038902526,1,1.176336128,1.132252096,1.088168064,1.044084032,1,1.442071411,1.331553558,1.221035706,1.110517853,1,1,1,1,1,1,1,1,1,1,1
72,male,5,0.2,0.2,0.2,0.2,0.2,1.155610105,1.116707579,1.077805052,1.038902526,1,1.176336128,1.132252096,1.088168064,1.044084032,1,1.442071411,1.331553558,1.221035706,1.110517853,1,1,1,1,1,1,1,1,1,1,1
73,male,5,0.2,0.2,0.2,0.2,0.2,1.155610105,1.116707579,1.077805052,1.038902526,1,1.176336128,1.132252096,1.088168064,1.044084032,1,1.442071411,1.331553558,1.221035706,1.110517853,1,1,1,1,1,1,1,1,1,1,1
74,male,5,0.2,0.2,0.2,0.2,0.2,1.155610105,1.116707579,1.077805052,1.038902526,1,1.176336128,1.132252096,1.088168064,1.044084032,1,1.442071411,1.331553558,1.221035706,1.110517853,1,1,1,1,1,1,1,1,1,1,1
75,male,5,0.2,0.2,0.2,0.2,0.2,1.049469234,1.037101926,1.024734617,1.012367309,1,1.064914817,1.048686113,1.032457409,1.016228704,1,1.377329649,1.282997237,1.188664824,1.094332412,1,1,1,1,1,1,1,1,1,1,1
76,male,5,0.2,0.2,0.2,0.2,0.2,1.049469234,1.037101926,1.024734617,1.012367309,1,1.064914817,1.048686113,1.032457409,1.016228704,1,1.377329649,1.282997237,1.188664824,1.094332412,1,1,1,1,1,1,1,1,1,1,1
77,male,5,0.2,0.2,0.2,0.2,0.2,1.049469234,1.037101926,1.024734617,1.012367309,1,1.064914817,1.048686113,1.032457409,1.016228704,1,1.377329649,1.282997237,1.188664824,1.094332412,1,1,1,1,1,1,1,1,1,1,1
78,male,5,0.2,0.2,0.2,0.2,0.2,1.049469234,1.037101926,1.024734617,1.012367309,1,1.064914817,1.048686113,1.032457409,1.016228704,1,1.377329649,1.282997237,1.188664824,1.094332412,1,1,1,1,1,1,1,1,1,1,1
79,male,5,0.2,0.2,0.2,0.2,0.2,1.049469234,1.037101926,1.024734617,1.012367309,1,1.064914817,1.048686113,1.032457409,1.016228704,1,1.377329649,1.282997237,1.188664824,1.094332412,1,1,1,1,1,1,1,1,1,1,1
80,male,5,0.2,0.2,0.2,0.2,0.2,0.977862176,0.983396632,0.988931088,0.994465544,1,0.986321005,0.989740754,0.993160503,0.996580251,1,1.313158997,1.234869248,1.156579498,1.078289749,1,1,1,1,1,1,1,1,1,1,1
81,male,5,0.2,0.2,0.2,0.2,0.2,0.977862176,0.983396632,0.988931088,0.994465544,1,0.986321005,0.989740754,0.993160503,0.996580251,1,1.313158997,1.234869248,1.156579498,1.078289749,1,1,1,1,1,1,1,1,1,1,1
82,male,5,0.2,0.2,0.2,0.2,0.2,0.977862176,0.983396632,0.988931088,0.994465544,1,0.986321005,0.989740754,0.993160503,0.996580251,1,1.313158997,1.234869248,1.156579498,1.078289749,1,1,1,1,1,1,1,1,1,1,1
83,male,5,0.2,0.2,0.2,0.2,0.2,0.977862176,0.983396632,0.988931088,0.994465544,1,0.986321005,0.989740754,0.993160503,0.996580251,1,1.313158997,1.234869248,1.156579498,1.078289749,1,1,1,1,1,1,1,1,1,1,1
84,male,5,0.2,0.2,0.2,0.2,0.2,0.977862176,0.983396632,0.988931088,0.994465544,1,0.986321005,0.989740754,0.993160503,0.996580251,1,1.313158997,1.234869248,1.156579498,1.078289749,1,1,1,1,1,1,1,1,1,1,1
85,male,5,0.2,0.2,0.2,0.2,0.2,0.934835404,0.951126553,0.967417702,0.983708851,1,0.934633996,0.950975497,0.967316998,0.983658499,1,1.249757433,1.187318075,1.124878717,1.062439358,1,1,1,1,1,1,1,1,1,1,1
86,male,5,0.2,0.2,0.2,0.2,0.2,0.934835404,0.951126553,0.967417702,0.983708851,1,0.934633996,0.950975497,0.967316998,0.983658499,1,1.249757433,1.187318075,1.124878717,1.062439358,1,1,1,1,1,1,1,1,1,1,1
87,male,5,0.2,0.2,0.2,0.2,0.2,0.934835404,0.951126553,0.967417702,0.983708851,1,0.934633996,0.950975497,0.967316998,0.983658499,1,1.249757433,1.187318075,1.124878717,1.062439358,1,1,1,1,1,1,1,1,1,1,1
88,male,5,0.2,0.2,0.2,0.2,0.2,0.934835404,0.951126553,0.967417702,0.983708851,1,0.934633996,0.950975497,0.967316998,0.983658499,1,1.249757433,1.187318075,1.124878717,1.062439358,1,1,1,1,1,1,1,1,1,1,1
89,male,5,0.2,0.2,0.2,0.2,0.2,0.934835404,0.951126553,0.967417702,0.983708851,1,0.934633996,0.950975497,0.967316998,0.983658499,1,1.249757433,1.187318075,1.124878717,1.062439358,1,1,1,1,1,1,1,1,1,1,1
90,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
91,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
92,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
93,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
94,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
95,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
96,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
97,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
98,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
99,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
100,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
101,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
102,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
103,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
104,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
105,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
106,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
107,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
108,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
109,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
110,male,5,0.2,0.2,0.2,0.2,0.2,0.916225395,0.937169046,0.958112697,0.979056349,1,0.902992282,0.927244212,0.951496141,0.975748071,1,1.174944651,1.131208488,1.087472325,1.043736163,1,1,1,1,1,1,1,1,1,1,1
